"id","frequency"
1305956,1
1306061,1
1307478,1
1308629,1
1311762,1
1311799,1
1312449,1
1315618,1
1316203,1
1318245,1
1318427,1
1318607,1
1321462,1
1322122,1
1323098,1
1323282,1
1323631,1
1325122,1
1328587,1
1330065,1
1330429,1
1331030,1
1332286,1
1334713,1
1339607,1
1340816,1
1341231,1
1341329,1
1341379,1
1341641,1
1342327,1
1343275,1
1344261,1
1345874,1
1347653,1
1348252,1
1349676,1
1351990,1
1353313,1
1354171,1
1354855,1
1355852,1
1356614,1
1357701,1
1358823,1
1359765,1
1360186,1
1361268,1
1361273,1
1361663,1
1368279,1
1369239,1
1369459,1
1370074,1
1370696,1
1371120,1
1373380,1
1373482,1
1375381,1
1379726,1
1382559,1
1387064,1
1387215,1
1389852,1
1390667,1
1390875,1
1401163,1
1401953,1
1402207,1
1403461,1
1404786,1
1405260,1
1407091,1
1407614,1
1408627,1
1408979,1
1410032,1
1410189,1
1411070,1
1412734,1
1412745,1
1413013,1
1413905,1
1415873,1
1416344,1
1417580,1
1419668,1
1420146,1
1420718,1
1421147,1
1421587,1
1422510,1
1423078,1
1424196,1
1425134,1
1425410,1
1426310,1
1426749,1
1427558,1
1427572,1
1428639,1
1430650,1
1431269,1
1431928,1
1433299,1
1433404,1
1433763,1
1434084,1
1434384,1
1435551,1
1435748,1
1436529,1
1438259,1
1438576,1
1438914,1
1440126,1
1440234,1
1441069,1
1444400,1
1444502,1
1444518,1
1446878,1
1447381,1
1447974,1
1448153,1
1448432,1
1450054,1
1451112,1
1451227,1
1451400,1
1452287,1
1452614,1
1452661,1
1453480,1
1454511,1
1455279,1
1455799,1
1456176,1
1457194,1
1457529,1
1458759,1
1458904,1
1460291,1
1460448,1
1460791,1
1462091,1
1463452,1
1463630,1
1463915,1
1463916,1
1464098,1
1464312,1
1465262,1
1466323,1
1466328,1
1466426,1
1466888,1
1467373,1
1470185,1
1471008,1
1471096,1
1471473,1
1472892,1
1472929,1
1473559,1
1473814,1
1474071,1
1474724,1
1476339,1
1476373,1
1477648,1
1478319,1
1478501,1
1479116,1
1479890,1
1481983,1
1482736,1
1482883,1
1482989,1
1483413,1
1484288,1
1485843,1
1486576,1
1486977,1
1487019,1
1487507,1
1487726,1
1490083,1
1490272,1
1490925,1
1491109,1
1492805,1
1492909,1
1494190,1
1494610,1
1494699,1
1494759,1
1495432,1
1495473,1
1495519,1
1496700,1
1497443,1
1498031,1
1499272,1
1500349,1
1501285,1
1502850,1
1503811,1
1504218,1
1505486,1
1506848,1
1507145,1
1511524,1
1512098,1
1512854,1
1513237,1
1513371,1
1515674,1
1517878,1
1518924,1
1522727,1
1523552,1
1527136,1
1531438,1
1532532,1
1532760,1
1533725,1
1534056,1
1535051,1
1537313,1
1538049,1
1538639,1
1541325,1
1541537,1
1542095,1
1545227,1
1546819,1
1547716,1
1550003,1
1550258,1
1554517,1
1558420,1
1561060,1
1561708,1
1562331,1
1562947,1
1563634,1
1568058,1
1572328,1
1572915,1
1574818,1
1575684,1
1576005,1
1576599,1
1577095,1
1577890,1
1579264,1
1579389,1
1580304,1
1582634,1
1585656,1
1585892,1
1586189,1
1586235,1
1586651,1
1590675,1
1591851,1
1592119,1
1592729,1
1596233,1
1596870,1
1598352,1
1599368,1
1600668,1
1600847,1
1604215,1
1604420,1
1605353,1
1605840,1
1606290,1
1608297,1
1610687,1
1612348,1
1612627,1
1612699,1
1613098,1
1615239,1
1616139,1
1616195,1
1617538,1
1618144,1
1619154,1
1622282,1
1622415,1
1622427,1
1623093,1
1623317,1
1623444,1
1623463,1
1624999,1
1629236,1
1629834,1
1631761,1
1633761,1
1634863,1
1636867,1
1638425,1
1639749,1
1641035,1
1642822,1
1643011,1
1645158,1
1646766,1
1648155,1
1650582,1
1654825,1
1656848,1
1658375,1
1660086,1
1660599,1
1662213,1
1662587,1
1664071,1
1664283,1
1665694,1
1666717,1
1667184,1
1669487,1
1670625,1
1676065,1
1676436,1
1677390,1
1678994,1
1679312,1
1681850,1
1684561,1
1685085,1
1685199,1
1692193,1
1692816,1
1693316,1
1694250,1
1695347,1
1696376,1
1699201,1
1900116,1
1904713,1
1905960,1
1906288,1
1907554,1
1908444,1
1909773,1
1909980,1
1909989,1
1912609,1
1913234,1
1914691,1
1916388,1
1917540,1
1917727,1
1917743,1
1918099,1
1920137,1
1920337,1
1923114,1
1923167,1
1924429,1
1924815,1
1926863,1
1929944,1
1933312,1
1935918,1
1936040,1
1937441,1
1938963,1
1940210,1
1940701,1
1942836,1
1943664,1
1944193,1
1945053,1
1945852,1
1945882,1
1947608,1
1950225,1
1950959,1
1951490,1
1951516,1
1952385,1
1952887,1
1954473,1
1954934,1
1958255,1
1958548,1
1959783,1
1961586,1
1963029,1
1968614,1
1968673,1
1970451,1
1971848,1
1975568,1
1978866,1
1981680,1
1982174,1
1982323,1
1983868,1
1986566,1
1986804,1
1987429,1
1988282,1
1989353,1
1989858,1
1991677,1
1992306,1
1992385,1
1998243,1
1998936,1
1999822,1
2000245,1
2000399,1
2000492,1
2001459,1
2002189,1
2002712,1
2002990,1
2003549,1
2003692,1
2003712,1
2003768,1
2003842,1
2004535,1
2005226,1
2005629,1
2006276,1
2006911,1
2008887,1
2008902,1
2009419,1
2009801,1
2011279,1
2012120,1
2012310,1
2012518,1
2012711,1
2013197,1
2014609,1
2016306,1
2017625,1
2017635,1
2017708,1
2018213,1
2018522,1
2018590,1
2019036,1
2019784,1
2020962,1
2021025,1
2021464,1
2021549,1
2022215,1
2022577,1
2023279,1
2024630,1
2025018,1
2025197,1
2025251,1
2026037,1
2026108,1
2028452,1
2029964,1
2030449,1
2030950,1
2031726,1
2033146,1
2035457,1
2035594,1
2035636,1
2036905,1
2037654,1
2038005,1
2038242,1
2038442,1
2040784,1
2040940,1
2041329,1
2044529,1
2045174,1
2045743,1
2045887,1
2045899,1
2046579,1
2047447,1
2047627,1
2047938,1
2048030,1
2048748,1
2048755,1
2049199,1
2050506,1
2050718,1
2055291,1
2055866,1
2056285,1
2058899,1
2060745,1
2060968,1
2061232,1
2061390,1
2062073,1
2062424,1
2066070,1
2066231,1
2066258,1
2066831,1
2067906,1
2068273,1
2069479,1
2070904,1
2071598,1
2072023,1
2072165,1
2073534,1
2073886,1
2073979,1
2075151,1
2075874,1
2076194,1
2076722,1
2077251,1
2077258,1
2077267,1
2078243,1
2078305,1
2078505,1
2079055,1
2079517,1
2080101,1
2080484,1
2080644,1
2083064,1
2083439,1
2083725,1
2084322,1
2086132,1
2086178,1
2086537,1
2086634,1
2087498,1
2089319,1
2090389,1
2090704,1
2091031,1
2091126,1
2091768,1
2092369,1
2093529,1
2094720,1
2095617,1
2097829,1
2098442,1
2098733,1
2098738,1
2098811,1
2099141,1
2099711,1
